source_endpoint,source_doc_id,field,official_chinese,tushare_type,coverage_status,unit_category,official_doc_path
balancesheet,36,acting_trading_sec,代理买卖证券款,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,acting_uw_sec,代理承销证券款,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,adv_receipts,预收款项,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,agency_bus_liab,代理业务负债,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,amor_exp,待摊费用,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,bond_payable,应付债券,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,cap_rese,资本公积金,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,cash_reser_cb,现金及存放中央银行款项,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,cb_borr,向中央银行借款,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,cip,在建工程,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,cip_total,在建工程(合计)(元),float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,client_depos,其中：客户资金存款,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,client_prov,其中：客户备付金,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,comm_payable,应付手续费及佣金,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,const_materials,工程物资,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,contract_assets,合同资产,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,contract_liab,合同负债,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,cost_fin_assets,以摊余成本计量的金融资产,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,debt_invest,债权投资(元),float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,decr_in_disbur,发放贷款及垫款,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,defer_inc_non_cur_liab,递延收益-非流动负债,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,defer_tax_assets,递延所得税资产,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,defer_tax_liab,递延所得税负债,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,deferred_inc,递延收益,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,depos,吸收存款,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,depos_ib_deposits,吸收存款及同业存放,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,depos_in_oth_bfi,存放同业和其它金融机构款项,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,depos_oth_bfi,同业和其它金融机构存放款项,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,depos_received,存入保证金,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,deriv_assets,衍生金融资产,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,deriv_liab,衍生金融负债,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,div_payable,应付股利,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,div_receiv,应收股利,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,estimated_liab,预计负债,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,fa_avail_for_sale,可供出售金融资产,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,fair_value_fin_assets,以公允价值计量且其变动计入其他综合收益的金融资产,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,fix_assets,固定资产,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,fix_assets_total,固定资产(合计)(元),float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,fixed_assets_disp,固定资产清理,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,forex_differ,外币报表折算差额,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,goodwill,商誉,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,hfs_assets,持有待售的资产,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,hfs_sales,持有待售的负债,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,htm_invest,持有至到期投资,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,indem_payable,应付赔付款,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,indep_acct_assets,独立账户资产,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,indept_acc_liab,独立账户负债,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,int_payable,应付利息,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,int_receiv,应收利息,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,intan_assets,无形资产,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,inventories,存货,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,invest_as_receiv,应收款项类投资,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,invest_loss_unconf,未确认的投资损失,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,invest_real_estate,投资性房地产,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,lease_liab,租赁负债,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,lending_funds,融出资金,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,loan_oth_bank,拆入资金,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,loanto_oth_bank_fi,拆出资金,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,long_pay_total,长期应付款(合计)(元),float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,lt_amor_exp,长期待摊费用,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,lt_borr,长期借款,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,lt_eqt_invest,长期股权投资,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,lt_payable,长期应付款,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,lt_payroll_payable,长期应付职工薪酬,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,lt_rec,长期应收款,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,minority_int,少数股东权益,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,money_cap,货币资金,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,nca_within_1y,一年内到期的非流动资产,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,non_cur_liab_due_1y,一年内到期的非流动负债,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,notes_payable,应付票据,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,notes_receiv,应收票据,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,oil_and_gas_assets,油气资产,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,ordin_risk_reser,一般风险准备,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,oth_assets,其他资产,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,oth_comp_income,其他综合收益,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,oth_cur_assets,其他流动资产,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,oth_cur_liab,其他流动负债,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,oth_debt_invest,其他债权投资(元),float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,oth_eq_invest,其他权益工具投资(元),float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,oth_eq_ppbond,其他权益工具:永续债(元),float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,oth_eqt_tools,其他权益工具,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,oth_eqt_tools_p_shr,其他权益工具(优先股),float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,oth_illiq_fin_assets,其他非流动金融资产(元),float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,oth_liab,其他负债,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,oth_nca,其他非流动资产,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,oth_ncl,其他非流动负债,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,oth_pay_total,其他应付款(合计)(元),float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,oth_payable,其他应付款,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,oth_rcv_total,其他应收款(合计)（元）,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,oth_receiv,其他应收款,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,payable_to_reinsurer,应付分保账款,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,payables,应付款项,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,payroll_payable,应付职工薪酬,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,ph_invest,保户储金及投资款,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,ph_pledge_loans,保户质押贷款,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,pledge_borr,其中:质押借款,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,policy_div_payable,应付保单红利,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,prec_metals,贵金属,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,prem_receiv_adva,预收保费,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,premium_receiv,应收保费,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,prepayment,预付款项,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,produc_bio_assets,生产性生物资产,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,pur_resale_fa,买入返售金融资产,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,r_and_d,研发支出,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,receiv_financing,应收款项融资,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,refund_cap_depos,存出资本保证金,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,refund_depos,存出保证金,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,reinsur_receiv,应收分保账款,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,reinsur_res_receiv,应收分保合同准备金,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,reser_lins_liab,寿险责任准备金,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,reser_lthins_liab,长期健康险责任准备金,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,reser_outstd_claims,未决赔款准备金,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,reser_une_prem,未到期责任准备金,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,rr_reins_lins_liab,应收分保寿险责任准备金,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,rr_reins_lthins_liab,应收分保长期健康险责任准备金,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,rr_reins_outstd_cla,应收分保未决赔款准备金,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,rr_reins_une_prem,应收分保未到期责任准备金,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,rsrv_insur_cont,保险合同准备金,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,sett_rsrv,结算备付金,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,sold_for_repur_fa,卖出回购金融资产款,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,special_rese,专项储备,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,specific_payables,专项应付款,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,st_bonds_payable,应付短期债券,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,st_borr,短期借款,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,st_fin_payable,应付短期融资款,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,surplus_rese,盈余公积金,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,taxes_payable,应交税费,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,time_deposits,定期存款,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,total_assets,资产总计,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,total_cur_assets,流动资产合计,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,total_cur_liab,流动负债合计,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,total_hldr_eqy_exc_min_int,股东权益合计(不含少数股东权益),float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,total_hldr_eqy_inc_min_int,股东权益合计(含少数股东权益),float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,total_liab,负债合计,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,total_liab_hldr_eqy,负债及股东权益总计,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,total_nca,非流动资产合计,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,total_ncl,非流动负债合计,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,total_share,期末总股本,float,mapped,share,.refs/tushare-docs/36.md
balancesheet,36,trad_asset,交易性金融资产,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,trading_fl,交易性金融负债,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,transac_seat_fee,其中:交易席位费,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,treasury_share,减:库存股,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,undistr_porfit,未分配利润,float,mapped,amount_cny,.refs/tushare-docs/36.md
balancesheet,36,use_right_assets,使用权资产,float,mapped,amount_cny,.refs/tushare-docs/36.md
cashflow,44,amort_intang_assets,无形资产摊销,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,beg_bal_cash,减:现金的期初余额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,beg_bal_cash_equ,减:现金等价物的期初余额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,c_cash_equ_beg_period,期初现金及现金等价物余额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,c_cash_equ_end_period,期末现金及现金等价物余额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,c_disp_withdrwl_invest,收回投资收到的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,c_fr_oth_operate_a,收到其他与经营活动有关的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,c_fr_sale_sg,销售商品、提供劳务收到的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,c_inf_fr_operate_a,经营活动现金流入小计,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,c_paid_for_taxes,支付的各项税费,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,c_paid_goods_s,购买商品、接受劳务支付的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,c_paid_invest,投资支付的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,c_paid_to_for_empl,支付给职工以及为职工支付的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,c_pay_acq_const_fiolta,购建固定资产、无形资产和其他长期资产支付的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,c_pay_claims_orig_inco,支付原保险合同赔付款项的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,c_pay_dist_dpcp_int_exp,分配股利、利润或偿付利息支付的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,c_prepay_amt_borr,偿还债务支付的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,c_recp_borrow,取得借款收到的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,c_recp_cap_contrib,吸收投资收到的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,c_recp_return_invest,取得投资收益收到的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,conv_copbonds_due_within_1y,一年内到期的可转换公司债券,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,conv_debt_into_cap,债务转为资本,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,credit_impa_loss,信用减值损失,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,decr_def_inc_tax_assets,递延所得税资产减少,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,decr_deferred_exp,待摊费用减少,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,decr_inventories,存货的减少,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,decr_oper_payable,经营性应收项目的减少,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,depr_fa_coga_dpba,固定资产折旧、油气资产折耗、生产性生物资产折旧,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,eff_fx_flu_cash,汇率变动对现金的影响,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,end_bal_cash,现金的期末余额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,end_bal_cash_equ,加:现金等价物的期末余额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,fa_fnc_leases,融资租入固定资产,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,finan_exp,财务费用,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,free_cashflow,企业自由现金流量,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,ifc_cash_incr,收取利息和手续费净增加额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,im_n_incr_cash_equ,现金及现金等价物净增加额(间接法),float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,im_net_cashflow_oper_act,经营活动产生的现金流量净额(间接法),float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,incl_cash_rec_saims,其中:子公司吸收少数股东投资收到的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
